,location,total_sqft,bath,balcony,price,bedrooms
4695,Ahmedabad,3984.24,3,1,175.35,1
4696,Kolkata,4428.98,1,3,128.35,1
4697,Ahmedabad,3638.65,4,2,217.44,4
4698,Bangalore,1906.16,3,0,275.67,2
4699,Pune,1340.06,3,0,267.99,2
4700,Kolkata,4287.12,2,3,205.64,3
4701,Hyderabad,2240.77,2,2,87.13,1
4702,Chennai,2715.16,1,0,164.38,3
4703,Delhi,4651.75,3,2,293.49,3
4704,Hyderabad,3759.98,2,1,417.6,3
4705,Pune,1880.61,1,1,385.8,4
4706,Bangalore,3452.88,4,2,291.13,2
4707,Ahmedabad,3833.76,3,0,87.67,1
4708,Mumbai,1374.93,2,0,438.18,3
4710,Ahmedabad,3523.72,1,0,266.8,2
4711,Delhi,2465.24,3,3,479.14,1
4712,Chennai,3096.91,4,0,133.84,1
4713,Pune,2914.7,4,2,308.6,2
4714,Ahmedabad,1924.36,1,1,233.61,4
4715,Pune,4093.46,2,0,109.18,1
4717,Kolkata,2173.7,2,1,330.51,2
4718,Delhi,1306.56,1,0,427.68,1
4719,Delhi,4589.62,1,1,308.86,4
4720,Hyderabad,1791.97,3,0,396.6,2
4721,Mumbai,662.27,1,3,155.47,2
4723,Bangalore,1524.82,3,1,471.57,1
4724,Pune,873.19,2,0,263.76,1
4725,Kolkata,1102.75,4,0,121.38,1
4726,Pune,2010.66,1,0,149.18,4
4727,Chennai,4175.98,2,0,223.8,1
4728,Hyderabad,3080.53,2,3,75.91,1
4729,Hyderabad,2649.65,3,3,326.48,2
4731,Chennai,2621.83,2,2,330.74,4
4732,Delhi,3287.45,3,2,106.21,1
4733,Delhi,4820.72,4,0,130.22,1
4734,Mumbai,2333.87,3,1,405.64,3
4735,Bangalore,4698.17,4,2,180.64,2
4736,Mumbai,4401.78,2,3,309.04,1
4737,Ahmedabad,3057.41,1,1,134.6,2
4738,Ahmedabad,3717.97,2,3,375.1,2
4739,Pune,1778.84,3,0,365.61,4
4741,Pune,578.28,4,1,68.18,1
4742,Kolkata,3019.9,4,3,69.19,2
4743,Mumbai,607.78,3,3,243.68,2
4744,Ahmedabad,2275.73,2,0,258.5,2
4745,Bangalore,664.75,1,1,293.7,1
4746,Mumbai,4313.68,1,0,390.86,1
4747,Kolkata,2293.31,3,2,197.7,1
4748,Bangalore,1881.81,4,1,193.06,3
4749,Hyderabad,2920.91,1,0,153.44,1
4750,Bangalore,3078.57,4,2,463.56,1
4751,Hyderabad,4894.79,2,3,459.94,2
4752,Hyderabad,4538.86,2,1,228.66,2
4753,Delhi,3719.91,2,0,263.75,1
4754,Ahmedabad,2310.03,3,3,486.72,2
4755,Mumbai,1626.81,2,2,62.78,1
4756,Chennai,4503.44,4,3,77.43,3
4757,Pune,1109.14,1,1,416.18,2
4758,Bangalore,3824.0,1,3,187.37,2
4759,Mumbai,1742.6,4,0,125.14,3
4760,Chennai,1929.87,2,2,104.49,2
4761,Bangalore,4586.82,1,0,199.66,1
4762,Bangalore,1323.3,2,1,51.7,3
4763,Delhi,2924.9,3,3,295.53,4
4764,Pune,1801.13,2,0,405.36,3
4765,Kolkata,3341.63,2,0,58.63,2
4766,Chennai,3485.39,2,1,85.06,2
4767,Delhi,2391.57,1,0,100.33,1
4769,Kolkata,4586.66,1,1,64.29,1
4770,Pune,4023.45,2,1,348.34,1
4771,Delhi,1751.5,1,2,386.27,4
4772,Ahmedabad,2008.01,1,1,140.06,2
4773,Ahmedabad,881.45,2,1,42.11,1
4774,Ahmedabad,4661.72,3,1,110.83,4
4775,Kolkata,4385.09,4,2,293.35,3
4776,Pune,3041.22,1,3,377.44,2
4777,Pune,1324.84,2,0,99.26,2
4778,Hyderabad,4062.71,3,2,293.48,2
4780,Kolkata,2663.82,3,2,109.17,2
4781,Chennai,4948.21,3,0,450.46,2
4782,Mumbai,4393.97,4,3,372.11,1
4783,Chennai,1279.92,1,0,79.62,1
4784,Hyderabad,2942.22,1,0,428.74,2
4785,Ahmedabad,3137.14,3,3,65.69,1
4786,Bangalore,847.79,2,1,223.08,2
4787,Kolkata,2776.63,1,1,475.85,2
4788,Kolkata,2269.94,3,2,289.49,3
4789,Hyderabad,3716.31,3,2,246.6,1
4790,Chennai,2331.71,1,1,88.38,3
4792,Delhi,4518.88,4,2,71.76,4
4793,Bangalore,3028.35,4,0,290.01,4
4794,Pune,1287.46,3,1,380.82,4
4795,Bangalore,3244.11,1,3,430.92,3
4796,Mumbai,1302.24,1,0,465.97,1
4798,Bangalore,4842.54,4,0,63.41,1
4799,Bangalore,3612.78,3,2,203.75,2
4800,Delhi,1813.78,2,2,98.61,4
4801,Bangalore,1148.9,3,2,398.89,2
4802,Hyderabad,3258.47,4,1,401.59,1
4803,Hyderabad,2719.81,4,3,373.02,1
4804,Kolkata,4592.04,2,0,164.23,3
4805,Kolkata,3672.45,4,1,466.9,1
4806,Hyderabad,2088.6,2,2,221.56,4
4807,Ahmedabad,4662.93,2,1,496.13,2
4808,Chennai,2810.04,3,3,245.1,4
4810,Kolkata,2590.68,3,3,324.57,2
4811,Kolkata,3716.92,4,2,135.44,1
4812,Chennai,703.8,1,0,286.94,1
4813,Bangalore,1824.18,1,2,147.24,2
4814,Chennai,2641.07,2,2,141.6,2
4815,Bangalore,939.15,3,2,38.02,2
4816,Hyderabad,482.53,3,0,188.29,1
4817,Ahmedabad,3265.36,4,0,415.87,1
4818,Hyderabad,4270.11,3,0,83.01,2
4819,Mumbai,2099.75,4,1,443.66,2
4820,Delhi,1845.59,4,0,101.69,1
4821,Delhi,3784.62,3,0,435.33,3
4822,Hyderabad,4446.64,4,2,129.48,2
4823,Bangalore,3415.02,2,1,329.4,2
4824,Mumbai,4892.39,1,3,368.85,1
4826,Pune,1984.7,2,0,221.81,3
4828,Delhi,3483.91,1,3,171.97,2
4829,Delhi,2858.92,2,1,113.58,4
4830,Chennai,3688.71,2,2,281.32,2
4832,Ahmedabad,3357.58,4,3,378.07,3
4833,Mumbai,1345.56,3,3,140.22,4
4834,Bangalore,1571.96,1,1,331.8,2
4835,Kolkata,693.9,3,2,458.57,1
4836,Kolkata,4715.57,4,3,294.87,2
4837,Hyderabad,3585.29,1,3,202.17,3
4838,Hyderabad,4271.44,1,1,270.61,1
4839,Chennai,4887.11,3,1,339.98,2
4840,Bangalore,1316.06,2,3,404.45,3
4841,Delhi,2669.13,2,3,250.61,2
4842,Delhi,1160.48,2,3,140.04,3
4843,Bangalore,709.21,1,3,471.57,2
4844,Ahmedabad,3648.22,1,2,39.23,2
4845,Delhi,2756.19,1,2,425.71,2
4846,Bangalore,1799.51,3,1,30.19,4
4847,Kolkata,1102.74,3,3,91.01,2
4849,Hyderabad,1489.06,3,3,182.09,1
4851,Mumbai,3404.5,4,2,418.28,1
4852,Pune,3459.02,3,3,216.28,1
4853,Kolkata,4201.82,1,0,387.8,1
4854,Bangalore,3480.96,1,0,327.76,2
4856,Bangalore,803.82,4,0,204.3,1
4857,Kolkata,2727.78,3,1,197.98,4
4858,Mumbai,983.19,4,2,429.5,1
4859,Kolkata,1875.78,4,3,68.33,1
4860,Kolkata,1846.1,4,2,233.54,1
4862,Ahmedabad,2687.29,1,3,372.55,2
4863,Delhi,4445.16,2,3,186.2,1
4864,Bangalore,3853.34,2,3,260.86,2
4866,Chennai,806.47,1,1,276.52,1
4867,Hyderabad,1781.06,1,3,163.3,2
4868,Delhi,1889.77,4,2,370.04,1
4869,Kolkata,2588.79,1,3,179.64,2
4870,Mumbai,2712.12,4,3,255.39,2
4872,Mumbai,2911.38,2,3,178.33,1
4873,Mumbai,1177.43,2,1,360.91,3
4874,Hyderabad,1841.29,4,2,499.06,1
4875,Bangalore,845.64,2,2,58.18,1
4876,Kolkata,2623.64,3,1,153.16,4
4877,Bangalore,4560.19,1,2,67.29,3
4878,Delhi,2386.16,2,1,499.2,2
4879,Chennai,4608.65,3,2,439.96,1
4880,Bangalore,980.49,1,0,183.01,1
4881,Bangalore,4361.58,1,1,219.33,2
4882,Delhi,3296.28,1,2,189.98,3
4883,Hyderabad,3949.03,4,2,399.09,1
4884,Pune,2185.81,3,2,229.48,4
4885,Mumbai,1659.82,2,0,91.43,1
4886,Chennai,1951.91,3,2,65.29,1
4887,Chennai,3211.95,3,3,364.16,3
4888,Kolkata,978.97,3,3,421.47,3
4889,Delhi,1953.14,3,2,448.45,1
4890,Ahmedabad,3426.14,1,3,495.25,2
4891,Ahmedabad,2832.68,3,3,322.58,1
4892,Bangalore,2853.55,4,3,36.48,3
4893,Hyderabad,4597.85,2,3,487.7,3
4894,Pune,2369.59,3,2,38.14,3
4895,Mumbai,4440.55,2,2,200.28,3
4896,Bangalore,1227.96,1,0,99.76,2
4897,Pune,1261.28,3,0,453.99,1
4898,Kolkata,4255.92,2,0,344.46,4
4899,Pune,2616.97,4,1,233.59,4
4900,Mumbai,3649.81,4,0,205.02,2
4902,Pune,2884.31,3,3,235.67,1
4903,Delhi,3775.52,1,0,86.22,4
4904,Delhi,3335.44,1,2,99.86,3
4905,Delhi,1952.18,1,1,106.86,2
4906,Ahmedabad,2491.94,4,3,230.43,4
4907,Chennai,3388.24,4,3,225.05,2
4908,Hyderabad,2652.51,1,0,279.7,4
4909,Hyderabad,2708.69,1,1,409.06,2
4910,Chennai,2228.32,1,0,239.57,3
4911,Pune,4510.76,1,3,275.69,2
4912,Mumbai,3301.67,4,1,491.13,1
4913,Ahmedabad,1420.25,2,0,17.43,1
4914,Ahmedabad,1907.22,2,1,497.6,2
4915,Delhi,648.12,1,0,126.02,1
4916,Chennai,4138.3,4,2,487.54,2
4918,Mumbai,306.79,1,0,128.58,1
4919,Kolkata,4345.74,1,2,365.1,2
4920,Ahmedabad,4215.45,3,1,405.19,2
4921,Mumbai,2357.66,4,0,52.4,4
4922,Bangalore,3501.28,3,0,154.26,2
4924,Chennai,3936.94,1,3,486.15,3
4926,Ahmedabad,2449.36,1,2,281.53,3
4927,Hyderabad,1467.08,4,1,477.9,3
4928,Delhi,2946.11,1,0,411.74,3
4930,Kolkata,3992.25,3,3,154.78,2
4931,Delhi,4578.84,2,2,457.3,4
4932,Mumbai,2665.09,4,0,248.41,2
4933,Bangalore,3242.08,2,2,384.59,4
4934,Mumbai,2566.57,2,3,435.46,2
4935,Pune,2908.73,2,3,306.28,2
4936,Ahmedabad,807.75,4,3,205.68,1
4937,Mumbai,4852.8,1,2,497.73,2
4938,Delhi,2946.78,1,0,146.82,4
4940,Chennai,4820.49,4,2,282.49,3
4941,Delhi,2765.39,4,3,308.71,2
4942,Kolkata,2339.5,1,2,63.61,3
4943,Kolkata,639.33,4,0,110.53,1
4944,Delhi,3260.42,4,0,464.18,4
4945,Chennai,2135.99,4,3,413.05,2
4946,Bangalore,978.78,3,0,38.19,2
4947,Hyderabad,1457.42,2,3,334.0,4
4948,Mumbai,885.63,4,0,373.23,1
4949,Ahmedabad,3447.15,2,0,360.73,2
4950,Ahmedabad,3969.54,1,1,71.86,4
4951,Chennai,2560.71,2,3,370.75,1
4953,Delhi,2791.89,2,0,301.19,2
4954,Kolkata,4812.06,2,0,474.08,1
4956,Kolkata,3261.52,1,0,50.01,1
4957,Ahmedabad,754.34,4,2,89.33,2
4958,Hyderabad,723.76,2,0,310.53,2
4959,Pune,1408.55,1,3,333.1,1
4960,Pune,3355.03,4,3,243.32,2
4961,Delhi,4553.66,3,3,452.24,2
4962,Pune,3589.22,1,3,255.25,4
4963,Mumbai,4596.06,3,1,48.45,2
4964,Chennai,2905.54,1,2,336.62,1
4965,Kolkata,4597.36,3,1,314.97,2
4966,Ahmedabad,4512.11,2,0,329.09,1
4968,Ahmedabad,3235.23,3,3,99.14,2
4969,Hyderabad,4808.11,2,2,352.62,4
4970,Ahmedabad,2402.74,1,2,232.55,1
4971,Mumbai,2575.43,2,2,478.91,3
4972,Pune,1593.91,2,3,418.22,2
4973,Delhi,2217.15,4,0,396.68,1
4974,Chennai,1333.92,1,2,237.77,1
4975,Ahmedabad,4771.62,1,3,195.92,2
4976,Chennai,2409.29,4,0,156.4,4
4977,Delhi,4675.34,2,0,338.57,4
4978,Mumbai,4375.47,3,0,326.71,4
4979,Ahmedabad,3550.11,3,3,282.89,1
4980,Pune,1378.5,1,0,137.95,4
4981,Delhi,2457.35,4,1,45.74,2
4982,Kolkata,3427.2,3,0,34.8,1
4983,Bangalore,4042.2,2,0,141.71,2
4984,Mumbai,2613.05,1,3,499.75,1
4986,Hyderabad,4261.73,2,0,130.02,1
4987,Chennai,1438.64,2,2,164.64,1
4988,Kolkata,1021.1,1,1,301.82,2
4989,Delhi,2914.36,2,2,162.15,2
4991,Mumbai,465.17,3,2,297.32,1
4992,Delhi,604.23,1,0,219.91,1
4993,Kolkata,3883.88,1,3,425.22,1
4994,Hyderabad,1539.97,1,2,396.65,2
4995,Bangalore,1222.82,3,1,470.74,2
4998,Kolkata,4546.23,2,1,211.2,1
4999,Kolkata,4967.72,2,0,482.99,1
