area_type,availability,location,size,society,total_sqft,bath,balcony,price
Carpet Area,Ready To Move,Bangalore,1 BHK,Sunrise Residency,3521.68,2,2,386.58
Plot Area,Ready To Move,Bangalore,2 RK,Skyline View,568.06,2,0,49.67
Plot Area,Under Construction,Bangalore,3 BHK,Luxury Enclave,3196.16,1,3,114.07
Built-up Area,Ready To Move,Hyderabad,4 BHK,Luxury Enclave,963.21,3,0,431.27
Plot Area,Ready To Move,Kolkata,3 BHK,Green Heights,3873.86,2,0,59.0
Plot Area,Immediate Possession,Hyderabad,4 BHK,Dream Homes,4692.22,4,2,302.8
Carpet Area,Ready To Move,Chennai,2 BHK,Oceanic Towers,4647.06,2,1,429.44
Super built-up Area,Ready To Move,Bangalore,4 BHK,Oceanic Towers,4210.01,2,3,76.69
Super built-up Area,Under Construction,Pune,1 RK,Sunrise Residency,1974.0,4,3,338.3
Super built-up Area,Immediate Possession,Hyderabad,2 BHK,Skyline View,3189.25,3,0,323.05
Super built-up Area,Ready To Move,Hyderabad,1 RK,Oceanic Towers,4604.56,4,1,274.93
Super built-up Area,Under Construction,Kolkata,3 BHK,Green Heights,1924.54,2,1,18.17
Carpet Area,Immediate Possession,Bangalore,2 RK,Luxury Enclave,4501.13,4,0,285.52
Plot Area,Immediate Possession,Pune,1 BHK,Green Heights,3819.09,4,3,478.91
Built-up Area,Ready To Move,Delhi,3 BHK,Sunrise Residency,2967.58,3,3,64.93
Plot Area,Ready To Move,Pune,2 RK,Dream Homes,4728.05,1,1,167.83
Built-up Area,Under Construction,Kolkata,4 BHK,Oceanic Towers,325.33,4,3,45.37
Carpet Area,Ready To Move,Mumbai,2 BHK,Skyline View,2949.37,4,1,126.45
Plot Area,Under Construction,Mumbai,2 RK,Palm Meadows,1609.74,4,1,18.72
Plot Area,Ready To Move,Hyderabad,1 BHK,Skyline View,4288.16,1,0,76.16
Super built-up Area,Under Construction,Hyderabad,1 RK,Sunrise Residency,4261.15,2,3,269.04
Carpet Area,Immediate Possession,Pune,1 RK,Skyline View,4344.07,2,0,361.76
Super built-up Area,Under Construction,Delhi,1 RK,Sunrise Residency,1795.09,1,3,442.0
Plot Area,Under Construction,Mumbai,4 BHK,Palm Meadows,3567.24,4,2,326.42
Built-up Area,Ready To Move,Pune,2 BHK,Sunrise Residency,3143.77,2,1,241.24
Built-up Area,Ready To Move,Hyderabad,2 BHK,Sunrise Residency,3933.99,1,3,205.39
Super built-up Area,Under Construction,Delhi,4 BHK,Green Heights,1774.05,1,3,123.52
Built-up Area,Under Construction,Mumbai,2 RK,Palm Meadows,4672.01,1,2,452.85
Plot Area,Ready To Move,Hyderabad,4 BHK,Sunrise Residency,962.81,1,3,330.0
Super built-up Area,Ready To Move,Delhi,2 BHK,Oceanic Towers,2423.17,3,3,374.59
Built-up Area,Ready To Move,Hyderabad,1 RK,Palm Meadows,709.67,2,3,185.91
Built-up Area,Immediate Possession,Pune,3 BHK,Skyline View,3660.21,4,1,31.44
Super built-up Area,Under Construction,Mumbai,2 RK,Sunrise Residency,2223.31,4,3,238.89
Carpet Area,Under Construction,Bangalore,4 BHK,Oceanic Towers,4895.73,2,0,401.24
Carpet Area,Ready To Move,Bangalore,3 BHK,Green Heights,601.35,1,3,390.49
Carpet Area,Immediate Possession,Pune,1 BHK,Dream Homes,1131.4,3,0,128.74
Carpet Area,Ready To Move,Hyderabad,1 RK,Oceanic Towers,3192.92,3,2,379.56
Carpet Area,Immediate Possession,Kolkata,1 RK,Green Heights,621.83,3,1,439.15
Plot Area,Under Construction,Delhi,1 RK,Green Heights,2417.6,2,1,290.19
Built-up Area,Immediate Possession,Hyderabad,2 BHK,Palm Meadows,1105.29,2,1,163.0
Carpet Area,Under Construction,Pune,1 BHK,Dream Homes,1238.94,2,3,64.24
Super built-up Area,Ready To Move,Pune,1 BHK,Green Heights,1975.46,1,3,62.33
Carpet Area,Immediate Possession,Bangalore,3 BHK,Palm Meadows,3055.81,2,0,483.18
Plot Area,Immediate Possession,Pune,2 RK,Oceanic Towers,4154.09,1,3,197.61
Built-up Area,Immediate Possession,Bangalore,2 RK,Luxury Enclave,3612.63,3,0,82.72
Plot Area,Immediate Possession,Delhi,1 BHK,Luxury Enclave,751.76,4,1,299.44
Carpet Area,Immediate Possession,Chennai,2 RK,Skyline View,4769.4,3,0,415.35
Plot Area,Ready To Move,Hyderabad,2 RK,Palm Meadows,4210.95,4,3,147.28
Carpet Area,Immediate Possession,Ahmedabad,2 RK,Luxury Enclave,1722.23,4,3,457.06
Super built-up Area,Immediate Possession,Mumbai,3 BHK,Oceanic Towers,1577.36,1,3,425.92
Plot Area,Under Construction,Ahmedabad,2 BHK,Dream Homes,4555.69,3,0,221.65
Super built-up Area,Under Construction,Delhi,4 BHK,Oceanic Towers,3823.24,1,2,230.63
Super built-up Area,Under Construction,Delhi,3 BHK,Green Heights,471.94,4,0,457.4
Carpet Area,Ready To Move,Mumbai,2 BHK,Green Heights,894.28,4,2,157.75
Built-up Area,Ready To Move,Ahmedabad,2 RK,Oceanic Towers,4635.51,2,1,474.97
Carpet Area,Immediate Possession,Hyderabad,1 RK,Dream Homes,2484.01,3,0,15.78
Carpet Area,Under Construction,Pune,1 BHK,Sunrise Residency,4119.09,2,3,14.82
Carpet Area,Under Construction,Bangalore,4 BHK,Luxury Enclave,1693.74,1,0,268.19
Plot Area,Ready To Move,Kolkata,3 BHK,Luxury Enclave,663.57,3,0,450.22
Carpet Area,Ready To Move,Ahmedabad,2 BHK,Palm Meadows,476.01,4,2,339.3
Plot Area,Under Construction,Hyderabad,4 BHK,Palm Meadows,3502.68,4,3,247.14
Super built-up Area,Immediate Possession,Mumbai,1 RK,Dream Homes,2667.33,4,3,165.46
Built-up Area,Under Construction,Chennai,1 BHK,Oceanic Towers,2003.89,4,0,492.24
Super built-up Area,Under Construction,Ahmedabad,2 RK,Oceanic Towers,4931.32,4,0,475.0
Carpet Area,Immediate Possession,Delhi,2 BHK,Luxury Enclave,3165.61,2,2,200.98
Plot Area,Under Construction,Chennai,4 BHK,Green Heights,462.39,2,1,236.58
Super built-up Area,Ready To Move,Hyderabad,1 RK,Luxury Enclave,3027.47,4,2,84.11
Built-up Area,Ready To Move,Ahmedabad,1 BHK,Luxury Enclave,1116.08,1,1,427.33
Built-up Area,Under Construction,Ahmedabad,2 BHK,Sunrise Residency,4617.03,1,3,25.84
Plot Area,Under Construction,Delhi,3 BHK,Luxury Enclave,337.68,1,3,283.53
Plot Area,Ready To Move,Bangalore,2 RK,Palm Meadows,1681.97,2,3,72.83
Super built-up Area,Ready To Move,Delhi,2 BHK,Luxury Enclave,3533.5,3,1,459.36
Built-up Area,Under Construction,Kolkata,1 RK,Luxury Enclave,1908.22,3,0,485.37
Plot Area,Immediate Possession,Chennai,3 BHK,Palm Meadows,4876.61,2,3,236.04
Carpet Area,Under Construction,Delhi,3 BHK,Green Heights,2130.88,2,1,126.81
Super built-up Area,Immediate Possession,Chennai,1 RK,Skyline View,1061.37,3,2,179.67
Plot Area,Ready To Move,Chennai,1 RK,Sunrise Residency,2975.18,4,1,254.71
Plot Area,Immediate Possession,Hyderabad,2 RK,Palm Meadows,671.62,4,0,427.43
Super built-up Area,Ready To Move,Pune,2 RK,Palm Meadows,777.76,2,1,322.39
Built-up Area,Immediate Possession,Delhi,2 RK,Palm Meadows,4355.18,3,0,374.08
Carpet Area,Immediate Possession,Delhi,1 RK,Dream Homes,1048.95,4,1,58.75
Super built-up Area,Under Construction,Kolkata,2 BHK,Sunrise Residency,2681.4,3,0,382.78
Carpet Area,Immediate Possession,Delhi,1 BHK,Oceanic Towers,937.76,4,2,277.05
Super built-up Area,Under Construction,Pune,1 RK,Oceanic Towers,978.27,3,1,71.9
Plot Area,Ready To Move,Chennai,2 RK,Oceanic Towers,3894.71,1,1,13.19
Plot Area,Immediate Possession,Pune,3 BHK,Palm Meadows,4302.15,1,2,379.57
Super built-up Area,Ready To Move,Hyderabad,1 RK,Luxury Enclave,335.96,3,1,131.02
Plot Area,Immediate Possession,Chennai,2 BHK,Green Heights,2707.47,4,3,215.54
Carpet Area,Immediate Possession,Mumbai,3 BHK,Dream Homes,4173.2,2,3,25.99
Built-up Area,Under Construction,Bangalore,1 RK,Oceanic Towers,683.7,1,2,59.52
Built-up Area,Immediate Possession,Delhi,1 RK,Luxury Enclave,3106.22,1,0,61.79
Built-up Area,Under Construction,Ahmedabad,2 BHK,Oceanic Towers,4436.76,4,3,195.52
Carpet Area,Under Construction,Mumbai,1 RK,Green Heights,2724.46,2,2,103.66
Carpet Area,Immediate Possession,Mumbai,1 BHK,Oceanic Towers,1449.56,4,2,472.62
Built-up Area,Immediate Possession,Hyderabad,2 BHK,Skyline View,488.54,1,3,327.98
Plot Area,Immediate Possession,Ahmedabad,2 RK,Palm Meadows,4392.73,3,3,497.56
Built-up Area,Ready To Move,Mumbai,4 BHK,Green Heights,929.13,1,1,363.19
Carpet Area,Ready To Move,Hyderabad,2 BHK,Dream Homes,1052.74,2,3,115.29
Carpet Area,Immediate Possession,Bangalore,2 RK,Palm Meadows,3216.21,3,3,223.36
Super built-up Area,Under Construction,Ahmedabad,2 RK,Luxury Enclave,988.56,1,2,252.46
Super built-up Area,Under Construction,Delhi,2 RK,Sunrise Residency,2949.97,2,1,291.87
Super built-up Area,Under Construction,Chennai,1 RK,Palm Meadows,4087.66,1,2,252.27
Built-up Area,Immediate Possession,Hyderabad,1 BHK,Skyline View,640.69,1,0,118.85
Plot Area,Ready To Move,Ahmedabad,2 RK,Luxury Enclave,1901.05,2,3,47.51
Super built-up Area,Under Construction,Bangalore,1 RK,Dream Homes,2918.44,3,1,86.98
Plot Area,Under Construction,Delhi,2 BHK,Palm Meadows,3046.71,1,0,152.25
Built-up Area,Immediate Possession,Chennai,1 BHK,Green Heights,3171.47,1,1,359.61
Super built-up Area,Ready To Move,Bangalore,1 BHK,Sunrise Residency,2888.89,4,0,196.24
Built-up Area,Under Construction,Bangalore,2 RK,Skyline View,2768.02,2,2,301.42
Carpet Area,Immediate Possession,Delhi,4 BHK,Skyline View,1234.77,2,3,305.21
Super built-up Area,Under Construction,Kolkata,2 RK,Dream Homes,4711.55,3,2,68.85
Plot Area,Immediate Possession,Ahmedabad,1 BHK,Luxury Enclave,3139.6,2,0,258.46
Super built-up Area,Under Construction,Kolkata,3 BHK,Dream Homes,1283.86,3,3,136.99
Plot Area,Ready To Move,Delhi,2 BHK,Palm Meadows,4088.71,3,2,252.1
Built-up Area,Immediate Possession,Hyderabad,1 RK,Palm Meadows,1557.12,1,2,19.04
Super built-up Area,Ready To Move,Kolkata,1 BHK,Dream Homes,1281.93,3,2,394.88
Carpet Area,Ready To Move,Mumbai,1 BHK,Green Heights,4706.36,1,0,154.59
Super built-up Area,Under Construction,Kolkata,1 RK,Dream Homes,3980.42,3,2,464.46
Built-up Area,Under Construction,Ahmedabad,2 RK,Luxury Enclave,466.66,4,2,479.4
Carpet Area,Under Construction,Mumbai,2 BHK,Luxury Enclave,3099.8,3,1,367.96
Carpet Area,Under Construction,Mumbai,4 BHK,Dream Homes,3882.97,2,2,383.89
Built-up Area,Immediate Possession,Mumbai,2 RK,Sunrise Residency,2931.65,1,3,69.79
Built-up Area,Ready To Move,Kolkata,4 BHK,Green Heights,4194.28,4,1,277.63
Carpet Area,Immediate Possession,Mumbai,2 RK,Skyline View,2249.19,1,1,384.98
Carpet Area,Ready To Move,Pune,2 RK,Luxury Enclave,4749.17,3,3,167.73
Built-up Area,Immediate Possession,Chennai,3 BHK,Palm Meadows,864.54,1,2,187.22
Carpet Area,Immediate Possession,Kolkata,1 BHK,Palm Meadows,1697.76,4,2,498.62
Built-up Area,Ready To Move,Pune,1 BHK,Sunrise Residency,2246.69,1,0,327.52
Plot Area,Ready To Move,Kolkata,2 BHK,Skyline View,2570.52,3,2,450.33
Carpet Area,Immediate Possession,Mumbai,2 BHK,Oceanic Towers,3456.3,4,3,104.96
Built-up Area,Under Construction,Ahmedabad,4 BHK,Luxury Enclave,2409.47,1,2,154.75
Carpet Area,Ready To Move,Chennai,3 BHK,Green Heights,2132.19,4,2,21.63
Carpet Area,Ready To Move,Chennai,3 BHK,Green Heights,1088.61,1,0,128.51
Plot Area,Immediate Possession,Mumbai,1 BHK,Dream Homes,4565.8,3,3,99.36
Carpet Area,Ready To Move,Delhi,3 BHK,Oceanic Towers,2183.6,1,3,349.12
Built-up Area,Immediate Possession,Bangalore,4 BHK,Dream Homes,4867.67,1,0,375.4
Built-up Area,Ready To Move,Mumbai,2 BHK,Sunrise Residency,1764.89,1,2,347.06
Built-up Area,Ready To Move,Chennai,2 RK,Dream Homes,3148.49,2,1,238.55
Carpet Area,Under Construction,Chennai,1 RK,Green Heights,2536.07,4,0,130.63
Super built-up Area,Under Construction,Bangalore,1 RK,Sunrise Residency,2327.11,4,2,74.64
Built-up Area,Under Construction,Bangalore,1 BHK,Skyline View,1696.57,2,2,13.65
Built-up Area,Ready To Move,Ahmedabad,1 RK,Luxury Enclave,4032.54,4,1,219.68
Built-up Area,Immediate Possession,Delhi,1 BHK,Sunrise Residency,1028.13,3,0,415.08
Carpet Area,Under Construction,Hyderabad,3 BHK,Skyline View,2903.74,4,3,237.11
Built-up Area,Ready To Move,Delhi,4 BHK,Dream Homes,4807.25,2,2,118.3
Built-up Area,Under Construction,Ahmedabad,1 RK,Green Heights,3515.94,4,3,454.24
Plot Area,Immediate Possession,Chennai,3 BHK,Palm Meadows,2249.17,3,2,220.37
Plot Area,Ready To Move,Bangalore,2 RK,Palm Meadows,1249.2,1,3,349.26
Carpet Area,Immediate Possession,Chennai,1 BHK,Palm Meadows,2778.13,4,2,77.3
Super built-up Area,Immediate Possession,Delhi,1 BHK,Sunrise Residency,4679.73,2,2,120.99
Plot Area,Under Construction,Chennai,4 BHK,Oceanic Towers,1436.67,3,2,142.19
Carpet Area,Under Construction,Bangalore,4 BHK,Sunrise Residency,3001.46,2,2,74.18
Carpet Area,Ready To Move,Hyderabad,1 RK,Green Heights,3999.76,2,0,109.26
Super built-up Area,Immediate Possession,Pune,4 BHK,Luxury Enclave,1358.64,3,1,319.48
Built-up Area,Under Construction,Pune,4 BHK,Luxury Enclave,1660.62,2,2,38.18
Plot Area,Ready To Move,Hyderabad,4 BHK,Palm Meadows,1914.56,3,0,131.36
Plot Area,Immediate Possession,Pune,2 BHK,Luxury Enclave,1092.8,1,0,414.47
Plot Area,Immediate Possession,Chennai,3 BHK,Sunrise Residency,4946.38,3,0,88.67
Plot Area,Immediate Possession,Chennai,1 RK,Skyline View,3312.27,4,1,355.09
Carpet Area,Under Construction,Ahmedabad,3 BHK,Green Heights,3788.66,4,0,65.43
Carpet Area,Ready To Move,Mumbai,3 BHK,Sunrise Residency,3468.8,1,1,57.04
Super built-up Area,Under Construction,Hyderabad,1 BHK,Sunrise Residency,4130.28,2,3,107.98
Built-up Area,Immediate Possession,Kolkata,4 BHK,Oceanic Towers,3762.71,4,2,254.5
Carpet Area,Immediate Possession,Chennai,4 BHK,Sunrise Residency,4104.76,4,3,329.39
Carpet Area,Immediate Possession,Ahmedabad,3 BHK,Dream Homes,4259.89,2,2,317.58
Built-up Area,Under Construction,Pune,2 BHK,Skyline View,1044.23,3,3,454.12
Super built-up Area,Immediate Possession,Ahmedabad,4 BHK,Skyline View,1701.85,3,2,166.64
Carpet Area,Immediate Possession,Bangalore,2 BHK,Skyline View,413.84,1,3,366.15
Plot Area,Immediate Possession,Kolkata,1 RK,Luxury Enclave,2047.92,4,2,98.82
Built-up Area,Under Construction,Chennai,1 RK,Skyline View,3990.74,3,0,475.54
Super built-up Area,Under Construction,Hyderabad,2 RK,Sunrise Residency,609.07,1,2,329.51
Carpet Area,Under Construction,Mumbai,1 RK,Sunrise Residency,1307.74,3,3,482.81
Built-up Area,Under Construction,Ahmedabad,3 BHK,Skyline View,3977.77,2,3,285.11
Carpet Area,Immediate Possession,Bangalore,2 RK,Oceanic Towers,2773.42,3,2,103.6
Built-up Area,Under Construction,Bangalore,1 RK,Green Heights,1170.62,3,2,129.64
Built-up Area,Ready To Move,Mumbai,4 BHK,Skyline View,2055.8,1,2,345.49
Carpet Area,Ready To Move,Hyderabad,1 RK,Palm Meadows,4344.15,1,0,221.51
Carpet Area,Under Construction,Kolkata,2 RK,Skyline View,3695.9,1,0,230.98
Built-up Area,Under Construction,Bangalore,3 BHK,Luxury Enclave,2359.11,1,0,223.35
Built-up Area,Immediate Possession,Ahmedabad,3 BHK,Oceanic Towers,397.21,3,0,41.2
Super built-up Area,Under Construction,Ahmedabad,4 BHK,Sunrise Residency,4870.94,2,0,374.13
Super built-up Area,Under Construction,Ahmedabad,4 BHK,Sunrise Residency,4330.78,2,1,443.65
Carpet Area,Immediate Possession,Delhi,2 BHK,Green Heights,2577.43,4,3,479.36
Plot Area,Immediate Possession,Chennai,4 BHK,Sunrise Residency,4265.26,1,0,128.83
Super built-up Area,Immediate Possession,Chennai,1 BHK,Sunrise Residency,1548.64,2,2,480.26
Super built-up Area,Under Construction,Ahmedabad,3 BHK,Luxury Enclave,4411.73,3,1,459.26
Super built-up Area,Ready To Move,Mumbai,4 BHK,Luxury Enclave,2116.12,2,2,30.21
Built-up Area,Ready To Move,Hyderabad,1 RK,Green Heights,1090.3,4,2,136.72
Carpet Area,Ready To Move,Delhi,1 RK,Dream Homes,2821.12,4,3,486.04
Carpet Area,Ready To Move,Hyderabad,4 BHK,Oceanic Towers,3708.59,4,3,234.29
Carpet Area,Ready To Move,Pune,2 RK,Palm Meadows,643.42,1,0,419.05
Built-up Area,Ready To Move,Chennai,2 BHK,Palm Meadows,4286.25,3,3,278.51
Super built-up Area,Ready To Move,Mumbai,2 BHK,Sunrise Residency,1108.35,4,0,89.41
Built-up Area,Immediate Possession,Mumbai,1 BHK,Sunrise Residency,631.05,3,2,270.57
Super built-up Area,Immediate Possession,Bangalore,1 BHK,Sunrise Residency,4566.48,2,2,242.69
Plot Area,Immediate Possession,Hyderabad,1 BHK,Sunrise Residency,4480.3,1,1,247.52
Carpet Area,Ready To Move,Ahmedabad,4 BHK,Luxury Enclave,3262.89,3,0,210.69
Super built-up Area,Ready To Move,Mumbai,2 RK,Luxury Enclave,3477.41,3,0,79.15
Carpet Area,Immediate Possession,Chennai,4 BHK,Skyline View,3689.15,2,3,447.55
Super built-up Area,Immediate Possession,Kolkata,1 BHK,Palm Meadows,4914.39,3,3,280.38
Built-up Area,Ready To Move,Mumbai,1 RK,Palm Meadows,1097.63,1,2,31.25
Built-up Area,Ready To Move,Bangalore,2 BHK,Green Heights,4318.96,3,2,217.66
Built-up Area,Ready To Move,Delhi,4 BHK,Sunrise Residency,4095.17,1,1,234.42
Built-up Area,Ready To Move,Hyderabad,1 RK,Green Heights,3407.86,4,1,235.65
Super built-up Area,Ready To Move,Chennai,2 RK,Skyline View,2232.88,1,1,258.89
Super built-up Area,Immediate Possession,Mumbai,1 RK,Skyline View,4019.92,3,0,368.74
Carpet Area,Under Construction,Chennai,3 BHK,Oceanic Towers,1016.98,4,2,484.55
Built-up Area,Ready To Move,Hyderabad,1 RK,Sunrise Residency,2496.8,1,2,101.89
Built-up Area,Immediate Possession,Mumbai,1 RK,Green Heights,2032.44,2,1,86.05
Super built-up Area,Immediate Possession,Delhi,2 RK,Oceanic Towers,2871.88,3,2,428.66
Carpet Area,Ready To Move,Kolkata,2 BHK,Sunrise Residency,2008.77,2,3,35.2
Plot Area,Ready To Move,Hyderabad,1 BHK,Skyline View,4550.1,1,1,130.31
Built-up Area,Ready To Move,Delhi,2 BHK,Luxury Enclave,1536.37,4,0,415.51
Built-up Area,Ready To Move,Hyderabad,2 BHK,Skyline View,2521.52,3,2,231.06
Built-up Area,Ready To Move,Hyderabad,1 RK,Sunrise Residency,2289.47,2,3,334.15
Built-up Area,Under Construction,Ahmedabad,2 RK,Luxury Enclave,637.86,1,3,294.81
Super built-up Area,Ready To Move,Mumbai,1 BHK,Luxury Enclave,1049.67,3,2,281.5
Carpet Area,Ready To Move,Ahmedabad,1 BHK,Oceanic Towers,2492.92,3,3,379.97
Plot Area,Immediate Possession,Chennai,4 BHK,Green Heights,3354.05,4,0,21.23
Super built-up Area,Under Construction,Ahmedabad,3 BHK,Palm Meadows,784.06,3,3,371.63
Carpet Area,Under Construction,Chennai,4 BHK,Dream Homes,2923.48,4,2,439.04
Super built-up Area,Ready To Move,Chennai,1 BHK,Sunrise Residency,4001.98,1,1,421.98
Carpet Area,Ready To Move,Pune,3 BHK,Oceanic Towers,2007.53,2,1,340.03
Built-up Area,Immediate Possession,Ahmedabad,2 BHK,Green Heights,433.05,3,3,448.71
Super built-up Area,Immediate Possession,Kolkata,2 BHK,Oceanic Towers,1816.89,2,0,287.46
Super built-up Area,Under Construction,Chennai,1 BHK,Skyline View,1013.33,1,2,376.51
Carpet Area,Ready To Move,Bangalore,4 BHK,Palm Meadows,2729.98,2,2,364.67
Carpet Area,Immediate Possession,Pune,1 BHK,Green Heights,1768.1,2,3,277.28
Super built-up Area,Under Construction,Chennai,2 RK,Sunrise Residency,1022.87,4,3,238.74
Plot Area,Immediate Possession,Delhi,3 BHK,Oceanic Towers,2500.15,2,2,158.82
Built-up Area,Under Construction,Kolkata,3 BHK,Green Heights,433.79,2,1,14.05
Carpet Area,Under Construction,Mumbai,1 RK,Skyline View,1344.3,3,2,349.5
Super built-up Area,Ready To Move,Bangalore,3 BHK,Green Heights,1942.17,1,0,439.15
Plot Area,Under Construction,Mumbai,1 RK,Green Heights,3094.9,1,2,465.39
Carpet Area,Under Construction,Delhi,2 RK,Green Heights,2665.85,4,0,89.0
Carpet Area,Under Construction,Bangalore,2 RK,Sunrise Residency,3229.48,4,1,19.42
Super built-up Area,Ready To Move,Bangalore,2 BHK,Palm Meadows,3194.19,2,3,204.62
Built-up Area,Ready To Move,Delhi,2 BHK,Green Heights,841.37,3,2,292.16
Carpet Area,Ready To Move,Mumbai,2 RK,Palm Meadows,4099.41,1,0,69.47
Super built-up Area,Under Construction,Chennai,3 BHK,Luxury Enclave,3441.07,3,3,360.04
Built-up Area,Under Construction,Ahmedabad,2 RK,Dream Homes,3124.95,1,0,99.86
Super built-up Area,Under Construction,Delhi,2 RK,Green Heights,1757.36,4,2,375.36
Super built-up Area,Immediate Possession,Chennai,1 BHK,Dream Homes,4327.42,1,2,216.81
Plot Area,Under Construction,Pune,2 BHK,Palm Meadows,3757.1,4,1,43.33
Built-up Area,Under Construction,Mumbai,4 BHK,Green Heights,367.49,4,1,53.56
Super built-up Area,Immediate Possession,Mumbai,2 BHK,Sunrise Residency,3900.59,3,2,351.92
Super built-up Area,Immediate Possession,Chennai,3 BHK,Dream Homes,325.28,3,0,144.68
Built-up Area,Ready To Move,Mumbai,1 BHK,Palm Meadows,2319.27,2,0,55.02
Plot Area,Immediate Possession,Chennai,2 RK,Skyline View,3533.14,4,3,36.33
Carpet Area,Under Construction,Mumbai,4 BHK,Palm Meadows,1018.8,3,3,311.72
Super built-up Area,Immediate Possession,Pune,2 RK,Green Heights,3778.56,2,3,95.09
Built-up Area,Ready To Move,Mumbai,1 BHK,Oceanic Towers,4870.69,1,0,422.64
Carpet Area,Ready To Move,Chennai,4 BHK,Dream Homes,2488.78,4,1,97.48
Super built-up Area,Immediate Possession,Kolkata,1 BHK,Sunrise Residency,3105.51,1,2,55.27
Built-up Area,Ready To Move,Pune,3 BHK,Green Heights,1632.48,1,0,220.53
Plot Area,Ready To Move,Chennai,4 BHK,Palm Meadows,3195.28,3,2,475.67
Super built-up Area,Ready To Move,Ahmedabad,3 BHK,Palm Meadows,3587.85,3,0,135.19
Carpet Area,Immediate Possession,Pune,1 BHK,Green Heights,2890.95,1,3,496.48
Built-up Area,Under Construction,Mumbai,1 RK,Luxury Enclave,2846.02,3,1,98.42
Super built-up Area,Ready To Move,Bangalore,2 BHK,Luxury Enclave,3990.09,1,3,417.16
Plot Area,Under Construction,Chennai,3 BHK,Palm Meadows,4450.4,1,0,353.72
Carpet Area,Immediate Possession,Pune,2 BHK,Green Heights,382.77,2,1,266.42
Built-up Area,Immediate Possession,Chennai,4 BHK,Dream Homes,594.6,1,2,22.17
Super built-up Area,Immediate Possession,Bangalore,4 BHK,Palm Meadows,1775.11,4,1,257.19
Plot Area,Ready To Move,Mumbai,3 BHK,Oceanic Towers,4849.95,4,1,394.05
Plot Area,Immediate Possession,Bangalore,1 BHK,Palm Meadows,2975.14,2,0,427.68
Super built-up Area,Under Construction,Mumbai,4 BHK,Green Heights,1265.68,4,1,107.4
Plot Area,Under Construction,Bangalore,3 BHK,Sunrise Residency,1631.59,2,3,334.5
Built-up Area,Ready To Move,Mumbai,4 BHK,Green Heights,1501.9,3,2,113.53
Plot Area,Ready To Move,Chennai,4 BHK,Luxury Enclave,2508.84,2,3,313.42
Built-up Area,Immediate Possession,Bangalore,3 BHK,Green Heights,604.03,2,0,402.36
Super built-up Area,Immediate Possession,Bangalore,4 BHK,Palm Meadows,925.28,2,0,56.96
Carpet Area,Ready To Move,Bangalore,3 BHK,Dream Homes,3698.84,4,0,319.26
